Course	Room	Teacher	Time	Students
003454	TAYE	0995587	2	0911218 0988826 1003100 1019006 1020695 1029566 1030693 1038303 1042335 1056012 1056217 1058180 1065196 1066924 1084363 1086802 1088192 1143228 1145146 1149616 1169331 1170470 3068369 3074936 3080937 
005119	PK337	0031560	2	0911218 1157688 3088651 3099986 3100628 3108036 
007920	PK236	0031386	2	0911218 0987276 
006502	CARP13	0031621	2	0911361 1056738 1084334 1088365 1100536 1100537 3093174 
006550	CARP17	3198623	2	0911936 0920261 0958186 0958897 0985440 0988990 1006105 1007952 1021017 1067297 1076299 
001892	CAN311	0814748	2	0912781 0958984 0992616 0993506 1172397 
007010	DAL204	0162976	4	0912781 0915648 0998799 1002364 1006438 1006744 1018817 1030369 1058048 1059654 1065148 1065945 1079564 1079614 1082315 1084185 1085106 1088690 1102530 1105086 1111901 1126639 1131189 1143717 1145146 1149565 1157506 1170567 1170848 1171461 1172397 3067556 3073004 3077472 3080595 3085513 3104731 
007124	TH104	1075274	4	0913115 0915740 0960068 0999689 1007134 1007882 1020695 1021751 1025623 1056815 1095596 
010934	GIL101	3098022	3	0913880 0947693 0993532 1083627 
003270	THTL	0675005	2	0913946 1001894 1002241 1025508 1044791 1066308 1088384 1096470 1121871 1169331 3072910 3074936 
011055	ROSTUD	3198619	2	0913946 0985094 1007134 1013071 
001856	PK227	1063828	4	0914299 1007842 1010643 1017832 1045379 1066309 1082150 
002464	RCSEM	3207943	2	0914299 0985094 1034578 
002182	GOB	1167863	2	0917334 0918009 0919283 0946010 0952783 0959189 0959304 0960037 0960084 0966094 0972660 0972861 0988625 1002045 1008925 1036225 
011064	PK264	3195964	4	0917732 0991769 1008387 3070648 3079370 
004827	PK243	0031373	2	0917883 0947693 0967793 0971315 0995269 1001351 1005102 1017412 1018271 1029210 1057261 1058242 1063875 1067251 1077874 1080894 1084017 1087938 1104151 1165573 1169369 1171002 3069337 3070438 3073300 3077163 3080592 3106769 
001562	PK300	0129398	2	0918009 
002173	PK10	1083806	2	0918009 0952783 0959304 0960037 0966094 0972861 1002045 
004355	TH102	0847593	2	0918074 1009729 1025629 1049050 1063875 1087938 1171002 3072397 3088090 3092999 3094287 3097133 3098796 3100835 3100927 
010947	TH104	1168489	2	0918074 0954831 0967042 1005427 1005971 1065148 1065732 1076854 1080653 1087081 1102530 1128560 1149565 3075745 3085504 3085521 
002658	TH3F	0031392	2	0918195 1078646 3104658 
007087	PK200	0031573	4	0918519 1077294 
001764	EHLEC	1165592	2	0918775 0967411 0991756 0995269 1066778 1080757 1084363 1143228 1162293 1169360 3072484 3098354 
001843	TH224	0056992	2	0918775 0989401 1000939 1004225 1006744 1035148 1041559 1055290 1067862 1077963 1078921 1081101 1088180 1088636 1095349 1169257 1170071 3071094 
007395	TAYC	0603646	4	0919158 0945969 0960497 0963413 0992577 1003100 1004324 1008282 1077413 
004065	TAYSEM	0854975	2	0920237 1039831 1040818 1065271 1076923 
003531	THTL	0031353	4	0920248 0965925 0990668 0991756 0993566 0995269 1065238 1100383 
006508	GOA	0127086	4	0920261 0984724 0985440 0986262 0988990 1025035 1067251 
001769	EHII	3099830	4	0944831 0952594 0968216 0980544 0993506 1020478 1056012 1056857 1078413 1080894 1096152 
002562	TAYG	1167856	4	0944831 0952594 1025035 1056722 1067382 1084187 1117142 1131918 1142227 1165961 1171905 3076211 3095968 3097462 3099757 3100408 3104386 3105046 
008774	TAYD	0899465	4	0945034 0987347 1006899 1009103 1013071 1065183 1079085 1082708 1088636 1115477 1131602 1160158 1169341 3098948 3106525 
008773	EHLEC	1168489	4	0945264 1019674 1112377 1134015 1142309 1170567 3068772 3075163 
004665	DAL105	3197633	4	0945584 0963528 1002364 1010741 1142418 1170848 3070440 3085509 3089081 3095649 3102153 3105820 
006054	CARP21	0207327	4	0945959 0959337 0987613 1005082 1008387 1013197 1024283 1058223 1065183 1067334 1077482 1086916 
001841	CARP15	0814748	4	0946010 0958984 0992744 1003020 1029737 1035148 1036442 1038420 1067933 
001423	PK229	3098022	4	0947693 1037338 1066007 1095157 1100129 1164206 1166163 3073138 3087983 3088812 3089341 3090519 3092580 3094573 3097341 3098796 3099822 3100824 3103177 3103933 3104489 
002151	PK25	0470544	4	0948390 0971315 1006405 1008967 1040045 1056096 1068549 1076299 1078390 1080808 1086867 1088120 1094134 1100383 1124785 1159063 1163326 1167996 1169257 1170071 1170823 3070017 3071094 3073357 3076896 3088090 3088124 3092072 3092431 3093221 3094809 3094908 3095105 3095111 3095335 3097133 3098330 3098883 3099911 3099986 3100927 3102316 3102380 3102915 3106561 3106835 
002657	DAL112	0138190	4	0948568 0990668 1005451 1020370 1115477 
002671	null	0138190	0	
001176	GIL101	0031388	4	0950504 0986807 0988263 1017840 1079993 1087081 1088882 1092116 1134015 1137955 1172355 
006038	CARP13	0031621	4	0952594 1020520 1076877 1084187 3077471 
001763	GOB	0027799	4	0956475 0988100 0993566 1030369 1059654 1077683 1077815 1083080 1133174 1149616 1158007 3071151 
005737	TAYE	0031392	4	0957333 0987937 0988657 1001894 1002241 1003644 1056203 1058223 1064385 1064605 1088214 1096113 1104151 3078408 
006863	DAL318	0031347	4	0957333 0958186 0989432 0991769 1008387 1013197 1024283 1055590 3074023 
006864	PK337	0750235	4	0957333 0958186 0989432 1078655 
007387	RCSEM	0031522	4	0958897 
002643	PK10	0765372	4	0959092 0992223 0993818 1005199 1077963 
006026	TH110	0213446	4	0959092 0965927 0976421 0988990 1001039 1001806 1019006 1020083 1020727 1038420 1056970 1077257 1079993 1087938 1098210 1140609 1141729 1158362 1163417 1169360 3065039 3070090 3071313 3079370 3081061 3082830 3085403 3087696 3088988 3091295 3095009 3095588 3097953 3099590 3100876 
011045	PK11	3213249	4	0959092 3104899 
005845	PK328	0031582	4	0965927 1010750 1049050 1077683 1077874 1080654 1096822 3074023 3086536 3091653 3093369 
004854	ROSTUD	0031632	4	0966303 1018271 
008767	PK180	0431786	4	0967532 0988826 1084185 1098099 1162293 1163664 3068369 3070344 3070440 3073568 3074792 3074930 3077064 3079376 3088652 3089009 3089566 3089636 3091295 3096011 3098292 3100110 3102832 
009266	CAN314	1083868	4	0967988 0999826 1008387 1025522 
002162	PK232	0986606	4	0970193 1009729 1025460 1025629 1038671 1040874 1065142 
002164	TH102	0180723	4	0972861 1009729 1017444 1025629 1036225 1038671 1065142 1068371 1076009 1079366 3070406 
